id,random_seed,data_structure,data_num_snps,loader_genome_batch_size,loader_snp_batch_size,model_conv_num_layers,model_conv_channel_size,model_conv_kernel_size,model_conv_stride,model_conv_dilation,model_conv_groups,model_conv_activation,model_conv_activation_kwargs,model_conv_dropout_p,model_conv_dropout_first,model_conv_batch_norm,model_conv_batch_norm_momentum,model_conv_lstm_activation,model_conv_lstm_activation_kwargs,model_conv_lstm_dropout_p,model_conv_lstm_dropout_first,model_conv_lstm_layer_norm,model_lstm_num_layers,model_lstm_input_size,model_lstm_hidden_size,model_lstm_proj_size,model_lstm_bidirectional,model_lstm_dropout_p,model_lstm_dropout_first,model_lstm_layer_norm,model_lstm_linear_dropout_p,model_lstm_linear_dropout_first,model_lstm_linear_batch_norm,model_lstm_linear_batch_norm_momentum,model_linear_num_layers,model_linear_num_features,model_linear_activation,model_linear_activation_kwargs,model_linear_dropout_p,model_linear_dropout_first,model_linear_batch_norm,model_linear_batch_norm_momentum,trainer_num_epochs,trainer_learning_rate,trainer_best_eval_epoch,trainer_best_eval_loss,trainer_best_eval_acc,tester_loss,tester_acc,tester_precision,tester_recall,tester_f1_score,tester_auroc
11071856,42,pool,80000,32,80000,3,"(3, 4, 8, 4)","(20, 10, 10)","(2, 2, 2)","(1, 1, 1)","(1, 1, 1)","(<class 'torch.nn.modules.activation.ReLU'>, <class 'torch.nn.modules.activation.ReLU'>)","({}, {})","(0.5, 0.5)","(True, True)","(True, True)","(0.1, 0.1)",<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,False,1,"(4,)","(8,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(16, 1)",(),(),(),(),(),(),256,0.001,16,0.6943265348672867,0.5333333611488342,0.694676473736763,0.5,0.5,1.0,0.6666666865348816,0.5
11072146,42,pool,80000,32,80000,3,"(3, 8, 16, 8)","(20, 10, 10)","(2, 1, 1)","(1, 1, 1)","(1, 1, 1)","(<class 'torch.nn.modules.activation.ReLU'>, <class 'torch.nn.modules.activation.ReLU'>)","({}, {})","(0.5, 0.5)","(True, True)","(True, True)","(0.1, 0.1)",<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,False,1,"(8,)","(8,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(16, 1)",(),(),(),(),(),(),256,1.52587890625e-08,8,0.6919759511947632,0.5333333611488342,0.6921749711036682,0.5,0.5,0.4833333194255829,0.4915254116058349,0.5
11072200,0,pool,80000,32,80000,3,"(3, 16, 32, 16)","(20, 10, 10)","(2, 2, 2)","(1, 1, 1)","(1, 1, 1)","(<class 'torch.nn.modules.activation.ReLU'>, <class 'torch.nn.modules.activation.ReLU'>)","({}, {})","(0.5, 0.5)","(True, True)","(True, True)","(0.1, 0.1)",<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,True,1,"(16,)","(32,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(64, 1)",(),(),(),(),(),(),256,1.52587890625e-08,2,0.6922584921121597,0.574999988079071,0.6871746182441711,0.6000000238418579,0.5714285969734192,0.800000011920929,0.6666666865348816,0.5999999642372131
11072213,0,pool,80000,32,80000,3,"(3, 16, 32, 16)","(20, 10, 10)","(2, 2, 2)","(1, 1, 1)","(1, 1, 1)","(<class 'torch.nn.modules.activation.ReLU'>, <class 'torch.nn.modules.activation.ReLU'>)","({}, {})","(0.5, 0.5)","(True, True)","(True, True)","(0.1, 0.1)",<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,True,1,"(16,)","(32,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(64, 1)",(),(),(),(),(),(),256,0.0005,17,0.6898753196001053,0.5333333611488342,0.6977790892124176,0.4666666686534881,0.4230769276618957,0.1833333373069763,0.2558139562606811,0.4666666984558105
11072219,0,pool,80000,32,80000,3,"(3, 16, 32, 16)","(20, 10, 10)","(2, 2, 2)","(1, 1, 1)","(1, 1, 1)","(<class 'torch.nn.modules.activation.ReLU'>, <class 'torch.nn.modules.activation.ReLU'>)","({}, {})","(0.5, 0.5)","(True, True)","(True, True)","(0.1, 0.1)",<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,True,1,"(16,)","(32,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(64, 1)",(),(),(),(),(),(),256,1.52587890625e-08,1,0.6920944601297379,0.5333333611488342,0.6964097172021866,0.4333333373069763,0.4333333373069763,0.4333333373069763,0.4333333373069763,0.4333333373069763
11072225,0,pool,80000,32,80000,1,"(3, 8)","(20,)","(2,)","(1,)","(1,)",(),(),(),(),(),(),<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,True,1,"(8,)","(16,)","(0,)","(True,)",(),(),(),0.5,True,True,0.1,1,"(32, 1)",(),(),(),(),(),(),256,0.001,0,0.693790078163147,0.550000011920929,0.6938534528017044,0.449999988079071,0.4285714328289032,0.3000000119209289,0.3529411852359772,0.4500000178813934
11072238,0,pool,80000,32,80000,1,"(3, 6)","(10,)","(2,)","(1,)","(1,)",(),(),(),(),(),(),<class 'torch.nn.modules.activation.ReLU'>,{},0.5,True,True,1,"(6,)","(12,)","(0,)","(True,)",(),(),(),0.5,True,True,0.1,1,"(24, 1)",(),(),(),(),(),(),256,0.001,13,0.6938053369522095,0.5416666865348816,0.6946642249822617,0.5,0.5,0.7333333492279053,0.5945945978164673,0.5
11072256,0,pool,80000,32,80000,1,"(3, 6)","(10,)","(2,)","(1,)","(1,)",(),(),(),(),(),(),<class 'torch.nn.modules.activation.ReLU'>,{},0.25,True,True,1,"(6,)","(12,)","(0,)","(True,)",(),(),(),0.5,True,True,0.1,1,"(24, 1)",(),(),(),(),(),(),256,0.001,31,0.6967337429523468,0.550000011920929,0.6949647963047028,0.4916666746139526,0.4838709533214569,0.25,0.3296703398227691,0.4916666746139526
11072310,0,pool,80000,32,80000,2,"(3, 4, 8)","(20, 10)","(2, 1)","(1, 2)","(1, 1)","(<class 'torch.nn.modules.activation.ReLU'>,)","({},)","(0.5,)","(True,)","(True,)","(0.1,)",<class 'torch.nn.modules.activation.ReLU'>,{},0.25,True,True,1,"(8,)","(16,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(32, 1)",(),(),(),(),(),(),256,0.001,66,0.6848956197500229,0.5833333134651184,0.7088198959827423,0.4416666626930237,0.4363636374473572,0.4000000059604645,0.417391300201416,0.4416666626930237
11072324,1,pool,80000,32,80000,2,"(3, 4, 8)","(20, 10)","(2, 1)","(1, 2)","(1, 1)","(<class 'torch.nn.modules.activation.ReLU'>,)","({},)","(0.5,)","(True,)","(True,)","(0.1,)",<class 'torch.nn.modules.activation.ReLU'>,{},0.25,True,True,1,"(8,)","(16,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(32, 1)",(),(),(),(),(),(),256,0.001,6,0.6847234219312668,0.6083333492279053,0.6904536485671997,0.550000011920929,0.5714285969734192,0.4000000059604645,0.4705882370471954,0.5499999523162842
11072342,2,pool,80000,32,80000,2,"(3, 4, 8)","(20, 10)","(2, 1)","(1, 2)","(1, 1)","(<class 'torch.nn.modules.activation.ReLU'>,)","({},)","(0.5,)","(True,)","(True,)","(0.1,)",<class 'torch.nn.modules.activation.ReLU'>,{},0.25,True,True,1,"(8,)","(16,)","(0,)","(True,)",(),(),(),0.25,True,True,0.1,1,"(32, 1)",(),(),(),(),(),(),256,0.001,0,0.69477578997612,0.5333333611488342,0.6936599016189575,0.5083333253860474,1.0,0.01666666753590107,0.032786883413791656,0.5083333253860474
